Subject,Predicate,Object,graph,predicate_tmp,object_tmp,subject_tmp,Predicate_labels,Object_labels,Subject_labels
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observation_of_entity_context>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observation_of_entity_context,measurement_of_entity_context_property,measurement for,observation of entity context,measurement of entity context property
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement,measurement_of_entity_context_property,has broader,Measurement,measurement of entity context property
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001187,measurement_of_entity_context_property,computational entity,database row,measurement of entity context property
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://www.w3.org/2000/01/rdf-schema#label>,"""measurement of entity context property""@en",.,http://www.w3.org/2000/01/rdf-schema#label,measurement of entity context property,measurement_of_entity_context_property,label,measurement of entity context property,measurement of entity context property
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#entity_context_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#entity_context_id,measurement_of_entity_context_property,has unique identifier,entity context id,measurement of entity context property
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://purl.org/dc/terms/description>,"""A measurement made on an entity context property.""@en",.,http://purl.org/dc/terms/description,A measurement made on an entity context property.,measurement_of_entity_context_property,description,A measurement made on an entity context property.,measurement of entity context property
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,measurement_of_entity_context_property,created,01 February 2024,measurement of entity context property
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,measurement_of_entity_context_property,is in scheme,traits.build,measurement of entity context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""measurement of temporal context property""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,measurement of temporal context property,measurement_of_temporal_context_property,preferred label,measurement of temporal context property,measurement of temporal context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""measurement_of_temporal_context_property""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,measurement_of_temporal_context_property,measurement_of_temporal_context_property,alternative label,measurement_of_temporal_context_property,measurement of temporal context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observation_of_temporal_context>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observation_of_temporal_context,measurement_of_temporal_context_property,measurement for,observation of temporal context,measurement of temporal context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement,measurement_of_temporal_context_property,has broader,Measurement,measurement of temporal context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001187,measurement_of_temporal_context_property,computational entity,database row,measurement of temporal context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://www.w3.org/2000/01/rdf-schema#label>,"""measurement of temporal context property""@en",.,http://www.w3.org/2000/01/rdf-schema#label,measurement of temporal context property,measurement_of_temporal_context_property,label,measurement of temporal context property,measurement of temporal context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#temporal_context_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#temporal_context_id,measurement_of_temporal_context_property,has unique identifier,temporal context id,measurement of temporal context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://purl.org/dc/terms/description>,"""A measurement made on a temporal context property.""@en",.,http://purl.org/dc/terms/description,A measurement made on a temporal context property.,measurement_of_temporal_context_property,description,A measurement made on a temporal context property.,measurement of temporal context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,measurement_of_temporal_context_property,created,01 February 2024,measurement of temporal context property
<https://w3id.org/traits.build#measurement_of_temporal_context_property>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,measurement_of_temporal_context_property,is in scheme,traits.build,measurement of temporal context property
<https://w3id.org/traits.build#entity>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""entity""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,entity,entity,preferred label,entity,entity
<https://w3id.org/traits.build#entity>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""entity""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,entity,entity,alternative label,entity,entity
<https://w3id.org/traits.build#entity>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>,.,http://www.w3.org/2004/02/skos/core#exactMatch,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity,entity,has exact match,Entity,entity
<https://w3id.org/traits.build#entity>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000756>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000756,entity,computational entity,database entry,entity
<https://w3id.org/traits.build#entity>,<http://www.w3.org/2000/01/rdf-schema#label>,"""entity""@en",.,http://www.w3.org/2000/01/rdf-schema#label,entity,entity,label,entity,entity
<https://w3id.org/traits.build#entity>,<http://purl.org/dc/terms/description>,"""An entity is an object (e.g., a tree, a community, an ecological process). Entities constitute the foci of observations, i.e., every observation is of exactly one entity.""@en",.,http://purl.org/dc/terms/description,"An entity is an object (e.g., a tree, a community, an ecological process). Entities constitute the foci of observations, i.e., every observation is of exactly one entity.",entity,description,"An entity is an object (e.g., a tree, a community, an ecological process). Entities constitute the foci of observations, i.e., every observation is of exactly one entity.",entity
<https://w3id.org/traits.build#entity>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,entity,created,01 February 2024,entity
<https://w3id.org/traits.build#entity>,<http://www.w3.org/2002/07/owl#sameAs>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>,.,http://www.w3.org/2002/07/owl#sameAs,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity,entity,sameAs,Entity,entity
<https://w3id.org/traits.build#entity>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,entity,is in scheme,traits.build,entity
<https://w3id.org/traits.build#individual>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""individual""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,individual,individual,preferred label,individual,individual
<https://w3id.org/traits.build#individual>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""individual""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,individual,individual,alternative label,individual,individual
<https://w3id.org/traits.build#individual>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://purl.obolibrary.org/obo/OBI_0100026>,.,http://www.w3.org/2004/02/skos/core#exactMatch,http://purl.obolibrary.org/obo/OBI_0100026,individual,has exact match,organism,individual
<https://w3id.org/traits.build#individual>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity,individual,has broader,Entity,individual
<https://w3id.org/traits.build#individual>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000756>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000756,individual,computational entity,database entry,individual
<https://w3id.org/traits.build#individual>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext>,<https://w3id.org/traits.build#life_stage>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext,https://w3id.org/traits.build#life_stage,individual,has context,life stage,individual
